r,t,f,y,ProductionByTechnologyAnnual
"Region1","BIOFUEL_PROD","COA",2030,0
"Region1","BIOFUEL_PROD","COA",2031,0
"Region1","BIOFUEL_PROD","COA",2032,0
"Region1","BIOFUEL_PROD","COA",2033,0
"Region1","BIOFUEL_PROD","COA",2034,0
"Region1","BIOFUEL_PROD","COA",2035,0
"Region1","BIOFUEL_PROD","COA",2036,0
"Region1","BIOFUEL_PROD","COA",2037,0
"Region1","BIOFUEL_PROD","COA",2038,0
"Region1","BIOFUEL_PROD","COA",2039,0
"Region1","BIOFUEL_PROD","COA",2040,0
"Region1","BIOFUEL_PROD","COA",2041,0
"Region1","BIOFUEL_PROD","COA",2042,0
"Region1","BIOFUEL_PROD","COA",2043,0
"Region1","BIOFUEL_PROD","COA",2044,0
"Region1","BIOFUEL_PROD","COA",2045,0
"Region1","BIOFUEL_PROD","COA",2046,0
"Region1","BIOFUEL_PROD","COA",2047,0
"Region1","BIOFUEL_PROD","COA",2048,0
"Region1","BIOFUEL_PROD","COA",2049,0
"Region1","BIOFUEL_PROD","COA",2050,0
"Region1","BIOFUEL_PROD","COA_IND",2018,0
"Region1","BIOFUEL_PROD","COA_IND",2019,0
"Region1","BIOFUEL_PROD","COA_IND",2020,0
"Region1","BIOFUEL_PROD","COA_IND",2021,0
"Region1","BIOFUEL_PROD","COA_IND",2022,0
"Region1","BIOFUEL_PROD","COA_IND",2023,0
"Region1","BIOFUEL_PROD","COA_IND",2024,0
"Region1","BIOFUEL_PROD","COA_IND",2025,0
"Region1","BIOFUEL_PROD","COA_IND",2026,0
"Region1","BIOFUEL_PROD","COA_IND",2027,0
"Region1","BIOFUEL_PROD","COA_IND",2028,0
"Region1","BIOFUEL_PROD","COA_IND",2029,0
"Region1","BIOFUEL_PROD","COA_IND",2030,0
"Region1","BIOFUEL_PROD","COA_IND",2031,0
"Region1","BIOFUEL_PROD","COA_IND",2032,0
"Region1","BIOFUEL_PROD","COA_IND",2033,0
"Region1","BIOFUEL_PROD","COA_IND",2034,0
"Region1","BIOFUEL_PROD","COA_IND",2035,0
"Region1","BIOFUEL_PROD","COA_IND",2036,0
"Region1","BIOFUEL_PROD","COA_IND",2037,0
"Region1","BIOFUEL_PROD","COA_IND",2038,0
"Region1","BIOFUEL_PROD","COA_IND",2039,0
"Region1","BIOFUEL_PROD","COA_IND",2040,0
"Region1","BIOFUEL_PROD","COA_IND",2041,0
"Region1","BIOFUEL_PROD","COA_IND",2042,0
"Region1","BIOFUEL_PROD","COA_IND",2043,0
"Region1","BIOFUEL_PROD","COA_IND",2044,0
"Region1","BIOFUEL_PROD","COA_IND",2045,0
"Region1","BIOFUEL_PROD","COA_IND",2046,0
"Region1","BIOFUEL_PROD","COA_IND",2047,0
"Region1","BIOFUEL_PROD","COA_IND",2048,0
"Region1","BIOFUEL_PROD","COA_IND",2049,0
"Region1","BIOFUEL_PROD","COA_IND",2050,0
"Region1","BIOFUEL_PROD","COA_OTH",2018,0
"Region1","BIOFUEL_PROD","COA_OTH",2019,0
"Region1","BIOFUEL_PROD","COA_OTH",2020,0
"Region1","BIOFUEL_PROD","COA_OTH",2021,0
"Region1","BIOFUEL_PROD","COA_OTH",2022,0
"Region1","BIOFUEL_PROD","COA_OTH",2023,0
"Region1","BIOFUEL_PROD","COA_OTH",2024,0
"Region1","BIOFUEL_PROD","COA_OTH",2025,0
"Region1","BIOFUEL_PROD","COA_OTH",2026,0
"Region1","BIOFUEL_PROD","COA_OTH",2027,0
"Region1","BIOFUEL_PROD","COA_OTH",2028,0
"Region1","BIOFUEL_PROD","COA_OTH",2029,0
"Region1","BIOFUEL_PROD","COA_OTH",2030,0
"Region1","BIOFUEL_PROD","COA_OTH",2031,0
"Region1","BIOFUEL_PROD","COA_OTH",2032,0
"Region1","BIOFUEL_PROD","COA_OTH",2033,0
"Region1","BIOFUEL_PROD","COA_OTH",2034,0
"Region1","BIOFUEL_PROD","COA_OTH",2035,0
"Region1","BIOFUEL_PROD","COA_OTH",2036,0
"Region1","BIOFUEL_PROD","COA_OTH",2037,0
"Region1","BIOFUEL_PROD","COA_OTH",2038,0
"Region1","BIOFUEL_PROD","COA_OTH",2039,0
"Region1","BIOFUEL_PROD","COA_OTH",2040,0
"Region1","BIOFUEL_PROD","COA_OTH",2041,0
"Region1","BIOFUEL_PROD","COA_OTH",2042,0
"Region1","BIOFUEL_PROD","COA_OTH",2043,0
"Region1","BIOFUEL_PROD","COA_OTH",2044,0
"Region1","BIOFUEL_PROD","COA_OTH",2045,0
"Region1","BIOFUEL_PROD","COA_OTH",2046,0
"Region1","BIOFUEL_PROD","COA_OTH",2047,0
"Region1","BIOFUEL_PROD","COA_OTH",2048,0
"Region1","BIOFUEL_PROD","COA_OTH",2049,0
"Region1","BIOFUEL_PROD","COA_OTH",2050,0
"Region1","BIOFUEL_PROD","COM_ELC",2018,0
"Region1","BIOFUEL_PROD","COM_ELC",2019,0
"Region1","BIOFUEL_PROD","COM_ELC",2020,0
"Region1","BIOFUEL_PROD","COM_ELC",2021,0
"Region1","BIOFUEL_PROD","COM_ELC",2022,0
"Region1","BIOFUEL_PROD","COM_ELC",2023,0
"Region1","BIOFUEL_PROD","COM_ELC",2024,0
"Region1","BIOFUEL_PROD","COM_ELC",2025,0
"Region1","BIOFUEL_PROD","COM_ELC",2026,0
"Region1","BIOFUEL_PROD","COM_ELC",2027,0
"Region1","BIOFUEL_PROD","COM_ELC",2028,0
"Region1","BIOFUEL_PROD","COM_ELC",2029,0
"Region1","BIOFUEL_PROD","COM_ELC",2030,0
"Region1","BIOFUEL_PROD","COM_ELC",2031,0
"Region1","BIOFUEL_PROD","COM_ELC",2032,0
"Region1","BIOFUEL_PROD","COM_ELC",2033,0
"Region1","BIOFUEL_PROD","COM_ELC",2034,0
"Region1","BIOFUEL_PROD","COM_ELC",2035,0
"Region1","BIOFUEL_PROD","COM_ELC",2036,0
"Region1","BIOFUEL_PROD","COM_ELC",2037,0
"Region1","BIOFUEL_PROD","COM_ELC",2038,0
"Region1","BIOFUEL_PROD","COM_ELC",2039,0
"Region1","BIOFUEL_PROD","COM_ELC",2040,0
"Region1","BIOFUEL_PROD","COM_ELC",2041,0
"Region1","BIOFUEL_PROD","COM_ELC",2042,0
"Region1","BIOFUEL_PROD","COM_ELC",2043,0
"Region1","BIOFUEL_PROD","COM_ELC",2044,0
"Region1","BIOFUEL_PROD","COM_ELC",2045,0
"Region1","BIOFUEL_PROD","COM_ELC",2046,0
"Region1","BIOFUEL_PROD","COM_ELC",2047,0
"Region1","BIOFUEL_PROD","COM_ELC",2048,0
"Region1","BIOFUEL_PROD","COM_ELC",2049,0
"Region1","BIOFUEL_PROD","COM_ELC",2050,0
"Region1","BIOFUEL_PROD","COM_OTH",2018,0
"Region1","BIOFUEL_PROD","COM_OTH",2019,0
"Region1","BIOFUEL_PROD","COM_OTH",2020,0
"Region1","BIOFUEL_PROD","COM_OTH",2021,0
"Region1","BIOFUEL_PROD","COM_OTH",2022,0
"Region1","BIOFUEL_PROD","COM_OTH",2023,0
"Region1","BIOFUEL_PROD","COM_OTH",2024,0
"Region1","BIOFUEL_PROD","COM_OTH",2025,0
"Region1","BIOFUEL_PROD","COM_OTH",2026,0
"Region1","BIOFUEL_PROD","COM_OTH",2027,0
"Region1","BIOFUEL_PROD","COM_OTH",2028,0
"Region1","BIOFUEL_PROD","COM_OTH",2029,0
"Region1","BIOFUEL_PROD","COM_OTH",2030,0
"Region1","BIOFUEL_PROD","COM_OTH",2031,0
"Region1","BIOFUEL_PROD","COM_OTH",2032,0
"Region1","BIOFUEL_PROD","COM_OTH",2033,0
"Region1","BIOFUEL_PROD","COM_OTH",2034,0
"Region1","BIOFUEL_PROD","COM_OTH",2035,0
"Region1","BIOFUEL_PROD","COM_OTH",2036,0
"Region1","BIOFUEL_PROD","COM_OTH",2037,0
"Region1","BIOFUEL_PROD","COM_OTH",2038,0
"Region1","BIOFUEL_PROD","COM_OTH",2039,0
"Region1","BIOFUEL_PROD","COM_OTH",2040,0
"Region1","BIOFUEL_PROD","COM_OTH",2041,0
"Region1","BIOFUEL_PROD","COM_OTH",2042,0
"Region1","BIOFUEL_PROD","COM_OTH",2043,0
"Region1","BIOFUEL_PROD","COM_OTH",2044,0
"Region1","BIOFUEL_PROD","COM_OTH",2045,0
"Region1","BIOFUEL_PROD","COM_OTH",2046,0
"Region1","BIOFUEL_PROD","COM_OTH",2047,0
"Region1","BIOFUEL_PROD","COM_OTH",2048,0
"Region1","BIOFUEL_PROD","COM_OTH",2049,0
"Region1","BIOFUEL_PROD","COM_OTH",2050,0
"Region1","BIOFUEL_PROD","DSL",2018,0
"Region1","BIOFUEL_PROD","DSL",2019,0
"Region1","BIOFUEL_PROD","DSL",2020,0
"Region1","BIOFUEL_PROD","DSL",2021,0
"Region1","BIOFUEL_PROD","DSL",2022,0
"Region1","BIOFUEL_PROD","DSL",2023,0
"Region1","BIOFUEL_PROD","DSL",2024,0
"Region1","BIOFUEL_PROD","DSL",2025,0
"Region1","BIOFUEL_PROD","DSL",2026,0
"Region1","BIOFUEL_PROD","DSL",2027,0
"Region1","BIOFUEL_PROD","DSL",2028,0
"Region1","BIOFUEL_PROD","DSL",2029,0
"Region1","BIOFUEL_PROD","DSL",2030,0
"Region1","BIOFUEL_PROD","DSL",2031,0
"Region1","BIOFUEL_PROD","DSL",2032,0
"Region1","BIOFUEL_PROD","DSL",2033,0
"Region1","BIOFUEL_PROD","DSL",2034,0
"Region1","BIOFUEL_PROD","DSL",2035,0
"Region1","BIOFUEL_PROD","DSL",2036,0
"Region1","BIOFUEL_PROD","DSL",2037,0
"Region1","BIOFUEL_PROD","DSL",2038,0
"Region1","BIOFUEL_PROD","DSL",2039,0
"Region1","BIOFUEL_PROD","DSL",2040,0
"Region1","BIOFUEL_PROD","DSL",2041,0
"Region1","BIOFUEL_PROD","DSL",2042,0
"Region1","BIOFUEL_PROD","DSL",2043,0
"Region1","BIOFUEL_PROD","DSL",2044,0
"Region1","BIOFUEL_PROD","DSL",2045,0
"Region1","BIOFUEL_PROD","DSL",2046,0
"Region1","BIOFUEL_PROD","DSL",2047,0
"Region1","BIOFUEL_PROD","DSL",2048,0
"Region1","BIOFUEL_PROD","DSL",2049,0
"Region1","BIOFUEL_PROD","DSL",2050,0
"Region1","BIOFUEL_PROD","ELC_001",2018,0
"Region1","BIOFUEL_PROD","ELC_001",2019,0
"Region1","BIOFUEL_PROD","ELC_001",2020,0
"Region1","BIOFUEL_PROD","ELC_001",2021,0
"Region1","BIOFUEL_PROD","ELC_001",2022,0
"Region1","BIOFUEL_PROD","ELC_001",2023,0
"Region1","BIOFUEL_PROD","ELC_001",2024,0
"Region1","BIOFUEL_PROD","ELC_001",2025,0
"Region1","BIOFUEL_PROD","ELC_001",2026,0
"Region1","BIOFUEL_PROD","ELC_001",2027,0
"Region1","BIOFUEL_PROD","ELC_001",2028,0
"Region1","BIOFUEL_PROD","ELC_001",2029,0
"Region1","BIOFUEL_PROD","ELC_001",2030,0
"Region1","BIOFUEL_PROD","ELC_001",2031,0
"Region1","BIOFUEL_PROD","ELC_001",2032,0
"Region1","BIOFUEL_PROD","ELC_001",2033,0
"Region1","BIOFUEL_PROD","ELC_001",2034,0
"Region1","BIOFUEL_PROD","ELC_001",2035,0
"Region1","BIOFUEL_PROD","ELC_001",2036,0
"Region1","BIOFUEL_PROD","ELC_001",2037,0
"Region1","BIOFUEL_PROD","ELC_001",2038,0
"Region1","BIOFUEL_PROD","ELC_001",2039,0
"Region1","BIOFUEL_PROD","ELC_001",2040,0
"Region1","BIOFUEL_PROD","ELC_001",2041,0
"Region1","BIOFUEL_PROD","ELC_001",2042,0
"Region1","BIOFUEL_PROD","ELC_001",2043,0
"Region1","BIOFUEL_PROD","ELC_001",2044,0
"Region1","BIOFUEL_PROD","ELC_001",2045,0
"Region1","BIOFUEL_PROD","ELC_001",2046,0
"Region1","BIOFUEL_PROD","ELC_001",2047,0
"Region1","BIOFUEL_PROD","ELC_001",2048,0
"Region1","BIOFUEL_PROD","ELC_001",2049,0
"Region1","BIOFUEL_PROD","ELC_001",2050,0
"Region1","BIOFUEL_PROD","ELC_002",2018,0
"Region1","BIOFUEL_PROD","ELC_002",2019,0
"Region1","BIOFUEL_PROD","ELC_002",2020,0
"Region1","BIOFUEL_PROD","ELC_002",2021,0
"Region1","BIOFUEL_PROD","ELC_002",2022,0
"Region1","BIOFUEL_PROD","ELC_002",2023,0
"Region1","BIOFUEL_PROD","ELC_002",2024,0
"Region1","BIOFUEL_PROD","ELC_002",2025,0
"Region1","BIOFUEL_PROD","ELC_002",2026,0
"Region1","BIOFUEL_PROD","ELC_002",2027,0
"Region1","BIOFUEL_PROD","ELC_002",2028,0
"Region1","BIOFUEL_PROD","ELC_002",2029,0
"Region1","BIOFUEL_PROD","ELC_002",2030,0
"Region1","BIOFUEL_PROD","ELC_002",2031,0
"Region1","BIOFUEL_PROD","ELC_002",2032,0
"Region1","BIOFUEL_PROD","ELC_002",2033,0
"Region1","BIOFUEL_PROD","ELC_002",2034,0
"Region1","BIOFUEL_PROD","ELC_002",2035,0
"Region1","BIOFUEL_PROD","ELC_002",2036,0
"Region1","BIOFUEL_PROD","ELC_002",2037,0
"Region1","BIOFUEL_PROD","ELC_002",2038,0
"Region1","BIOFUEL_PROD","ELC_002",2039,0
"Region1","BIOFUEL_PROD","ELC_002",2040,0
"Region1","BIOFUEL_PROD","ELC_002",2041,0
"Region1","BIOFUEL_PROD","ELC_002",2042,0
"Region1","BIOFUEL_PROD","ELC_002",2043,0
"Region1","BIOFUEL_PROD","ELC_002",2044,0
"Region1","BIOFUEL_PROD","ELC_002",2045,0
"Region1","BIOFUEL_PROD","ELC_002",2046,0
"Region1","BIOFUEL_PROD","ELC_002",2047,0
"Region1","BIOFUEL_PROD","ELC_002",2048,0
"Region1","BIOFUEL_PROD","ELC_002",2049,0
"Region1","BIOFUEL_PROD","ELC_002",2050,0
"Region1","BIOFUEL_PROD","ELC_003",2018,0
"Region1","BIOFUEL_PROD","ELC_003",2019,0
"Region1","BIOFUEL_PROD","ELC_003",2020,0
"Region1","BIOFUEL_PROD","ELC_003",2021,0
"Region1","BIOFUEL_PROD","ELC_003",2022,0
"Region1","BIOFUEL_PROD","ELC_003",2023,0
"Region1","BIOFUEL_PROD","ELC_003",2024,0
"Region1","BIOFUEL_PROD","ELC_003",2025,0
"Region1","BIOFUEL_PROD","ELC_003",2026,0
"Region1","BIOFUEL_PROD","ELC_003",2027,0
"Region1","BIOFUEL_PROD","ELC_003",2028,0
"Region1","BIOFUEL_PROD","ELC_003",2029,0
"Region1","BIOFUEL_PROD","ELC_003",2030,0
"Region1","BIOFUEL_PROD","ELC_003",2031,0
"Region1","BIOFUEL_PROD","ELC_003",2032,0
"Region1","BIOFUEL_PROD","ELC_003",2033,0
"Region1","BIOFUEL_PROD","ELC_003",2034,0
"Region1","BIOFUEL_PROD","ELC_003",2035,0
"Region1","BIOFUEL_PROD","ELC_003",2036,0
"Region1","BIOFUEL_PROD","ELC_003",2037,0
"Region1","BIOFUEL_PROD","ELC_003",2038,0
"Region1","BIOFUEL_PROD","ELC_003",2039,0
"Region1","BIOFUEL_PROD","ELC_003",2040,0
"Region1","BIOFUEL_PROD","ELC_003",2041,0
"Region1","BIOFUEL_PROD","ELC_003",2042,0
"Region1","BIOFUEL_PROD","ELC_003",2043,0
"Region1","BIOFUEL_PROD","ELC_003",2044,0
"Region1","BIOFUEL_PROD","ELC_003",2045,0
"Region1","BIOFUEL_PROD","ELC_003",2046,0
"Region1","BIOFUEL_PROD","ELC_003",2047,0
"Region1","BIOFUEL_PROD","ELC_003",2048,0
"Region1","BIOFUEL_PROD","ELC_003",2049,0
"Region1","BIOFUEL_PROD","ELC_003",2050,0
"Region1","BIOFUEL_PROD","GEO",2018,0
"Region1","BIOFUEL_PROD","GEO",2019,0
"Region1","BIOFUEL_PROD","GEO",2020,0
"Region1","BIOFUEL_PROD","GEO",2021,0
"Region1","BIOFUEL_PROD","GEO",2022,0
"Region1","BIOFUEL_PROD","GEO",2023,0
"Region1","BIOFUEL_PROD","GEO",2024,0
"Region1","BIOFUEL_PROD","GEO",2025,0
"Region1","BIOFUEL_PROD","GEO",2026,0
"Region1","BIOFUEL_PROD","GEO",2027,0
"Region1","BIOFUEL_PROD","GEO",2028,0
"Region1","BIOFUEL_PROD","GEO",2029,0
"Region1","BIOFUEL_PROD","GEO",2030,0
"Region1","BIOFUEL_PROD","GEO",2031,0
"Region1","BIOFUEL_PROD","GEO",2032,0
"Region1","BIOFUEL_PROD","GEO",2033,0
"Region1","BIOFUEL_PROD","GEO",2034,0
"Region1","BIOFUEL_PROD","GEO",2035,0
"Region1","BIOFUEL_PROD","GEO",2036,0
"Region1","BIOFUEL_PROD","GEO",2037,0
"Region1","BIOFUEL_PROD","GEO",2038,0
"Region1","BIOFUEL_PROD","GEO",2039,0
"Region1","BIOFUEL_PROD","GEO",2040,0
"Region1","BIOFUEL_PROD","GEO",2041,0
"Region1","BIOFUEL_PROD","GEO",2042,0
"Region1","BIOFUEL_PROD","GEO",2043,0
"Region1","BIOFUEL_PROD","GEO",2044,0
"Region1","BIOFUEL_PROD","GEO",2045,0
"Region1","BIOFUEL_PROD","GEO",2046,0
"Region1","BIOFUEL_PROD","GEO",2047,0
"Region1","BIOFUEL_PROD","GEO",2048,0
"Region1","BIOFUEL_PROD","GEO",2049,0
"Region1","BIOFUEL_PROD","GEO",2050,0
"Region1","BIOFUEL_PROD","GSL",2018,0
"Region1","BIOFUEL_PROD","GSL",2019,0
"Region1","BIOFUEL_PROD","GSL",2020,0
"Region1","BIOFUEL_PROD","GSL",2021,0
"Region1","BIOFUEL_PROD","GSL",2022,0
"Region1","BIOFUEL_PROD","GSL",2023,0
"Region1","BIOFUEL_PROD","GSL",2024,0
"Region1","BIOFUEL_PROD","GSL",2025,0
"Region1","BIOFUEL_PROD","GSL",2026,0
"Region1","BIOFUEL_PROD","GSL",2027,0
"Region1","BIOFUEL_PROD","GSL",2028,0
"Region1","BIOFUEL_PROD","GSL",2029,0
"Region1","BIOFUEL_PROD","GSL",2030,0
"Region1","BIOFUEL_PROD","GSL",2031,0
"Region1","BIOFUEL_PROD","GSL",2032,0
"Region1","BIOFUEL_PROD","GSL",2033,0
"Region1","BIOFUEL_PROD","GSL",2034,0
"Region1","BIOFUEL_PROD","GSL",2035,0
"Region1","BIOFUEL_PROD","GSL",2036,0
"Region1","BIOFUEL_PROD","GSL",2037,0
"Region1","BIOFUEL_PROD","GSL",2038,0
"Region1","BIOFUEL_PROD","GSL",2039,0
"Region1","BIOFUEL_PROD","GSL",2040,0
"Region1","BIOFUEL_PROD","GSL",2041,0
"Region1","BIOFUEL_PROD","GSL",2042,0
"Region1","BIOFUEL_PROD","GSL",2043,0
"Region1","BIOFUEL_PROD","GSL",2044,0
"Region1","BIOFUEL_PROD","GSL",2045,0
"Region1","BIOFUEL_PROD","GSL",2046,0
"Region1","BIOFUEL_PROD","GSL",2047,0
"Region1","BIOFUEL_PROD","GSL",2048,0
"Region1","BIOFUEL_PROD","GSL",2049,0
"Region1","BIOFUEL_PROD","GSL",2050,0
"Region1","BIOFUEL_PROD","HYD",2018,0
"Region1","BIOFUEL_PROD","HYD",2019,0
"Region1","BIOFUEL_PROD","HYD",2020,0
"Region1","BIOFUEL_PROD","HYD",2021,0
"Region1","BIOFUEL_PROD","HYD",2022,0
"Region1","BIOFUEL_PROD","HYD",2023,0
"Region1","BIOFUEL_PROD","HYD",2024,0
